colour	x	y	key	showSelectedlegendcolour	showSelected1	fill
#FF0000	0	0	1	1	1	#FF0000
#FF0000	0.211704160402793	0.326311817291993	1	1	2	#FF0000
#FF0000	0.444581780159304	0.414352027774234	1	1	3	#FF0000
#FF0000	0.781394249519441	0.46822151360698	1	1	4	#FF0000
#FF0000	0.6677857399391	0.689502238944623	1	1	5	#FF0000
#FF0000	0.878135465350481	0.606892250084644	1	1	6	#FF0000
#FF0000	0.772349112341742	0.386802622031551	1	1	7	#FF0000
#FF0000	0.184599679594472	-0.627321253295899	1	1	8	#FF0000
#FF0000	0.32533540082471	-0.292614442182603	1	1	9	#FF0000
#FF0000	0.0354387106886518	-0.676155039344648	1	1	10	#FF0000
#FF0000	0.731678318005482	-0.362706013275772	1	1	11	#FF0000
#FF0000	0.458978324200283	0.132455000732804	1	1	12	#FF0000
#FF0000	0.423536450541365	-0.0639888715801233	1	1	13	#FF0000
#FF0000	0.654677428702179	-0.318745648064514	1	1	14	#FF0000
#FF0000	0.790930222806066	0.261164773664403	1	1	15	#FF0000
#FF0000	1.26090431881448	-0.221936722022261	1	1	16	#FF0000
#FF0000	1.27721735366563	0.0532532093940616	1	1	17	#FF0000
#FF0000	1.37832825141962	0.426819484621886	1	1	18	#FF0000
#FF0000	1.11546795668395	0.648453394417234	1	1	19	#FF0000
#FF0000	0.741288665010531	-0.406762571142378	1	1	20	#FF0000
#FF0000	0.401626159137521	-0.522971450113591	1	1	21	#FF0000
#FF0000	0.561343458869568	-0.294050927808966	1	1	22	#FF0000
#FF0000	-0.48026880416712	-0.844477319111269	1	1	23	#FF0000
#FF0000	-0.715427453887906	-1.03489702023766	1	1	24	#FF0000
#FF0000	0.161654150262239	-0.776841990430392	1	1	25	#FF0000
#FF0000	0.606711482089214	-0.883889848625221	1	1	26	#FF0000
#FF0000	0.0990033135165111	-0.153262078354114	1	1	27	#FF0000
#FF0000	0.246707480552826	-0.248412042058748	1	1	28	#FF0000
#FF0000	0.422618965499848	0.823634290556457	1	1	29	#FF0000
#FF0000	-0.324873816463403	1.27569578401667	1	1	30	#FF0000
#FF0000	-0.863453318764115	1.50357798950221	1	1	31	#FF0000
#FF0000	-1.24108414027864	1.07848200967163	1	1	32	#FF0000
#FF0000	-1.41081185849781	0.583285578660821	1	1	33	#FF0000
#FF0000	-0.607183639337864	-0.0582557296371045	1	1	34	#FF0000
#FF0000	-0.924018041066934	-0.0400032670297621	1	1	35	#FF0000
#FF0000	-0.899394771967645	-0.925866062648565	1	1	36	#FF0000
#FF0000	-0.53078374694227	-0.658113147826944	1	1	37	#FF0000
#FF0000	-0.742804790153329	-1.064402262946	1	1	38	#FF0000
#FF0000	-0.450357341248165	-1.00204837325898	1	1	39	#FF0000
#FF0000	-0.242657298289789	-1.62518114406944	1	1	40	#FF0000
#CCFF00	0	0	2	2	1	#CCFF00
#CCFF00	-0.252301300325899	0.114086442641146	2	2	2	#CCFF00
#CCFF00	-0.44604733039746	0.621322583524704	2	2	3	#CCFF00
#CCFF00	-0.467182003113536	0.355718884334166	2	2	4	#CCFF00
#CCFF00	-1.08500313590171	0.302852230976605	2	2	5	#CCFF00
#CCFF00	-1.85244390204853	-0.131407504532049	2	2	6	#CCFF00
#CCFF00	-1.27775606706692	-0.0932891821809527	2	2	7	#CCFF00
#CCFF00	-1.88275668609123	0.163664329399428	2	2	8	#CCFF00
#CCFF00	-1.83192798436324	0.183932596632169	2	2	9	#CCFF00
#CCFF00	-1.19170481033486	-0.0348693469688065	2	2	10	#CCFF00
#CCFF00	-1.27912111247998	-0.534834618104956	2	2	11	#CCFF00
#CCFF00	-1.10185572152591	-0.158854060678189	2	2	12	#CCFF00
#CCFF00	-1.22513126479134	-0.579784990189037	2	2	13	#CCFF00
#CCFF00	-0.452588123783868	-0.0970240105375779	2	2	14	#CCFF00
#CCFF00	-0.751088222147687	-0.544939075683554	2	2	15	#CCFF00
#CCFF00	-0.945396210748204	-0.198358567263178	2	2	16	#CCFF00
#CCFF00	-1.47099190107473	-0.0379799567980356	2	2	17	#CCFF00
#CCFF00	-2.72121693821755	-0.21758146049449	2	2	18	#CCFF00
#CCFF00	-1.96437812018304	-0.852095549933481	2	2	19	#CCFF00
#CCFF00	-2.06073343960154	-1.27426860340013	2	2	20	#CCFF00
#CCFF00	-2.35207302204573	-0.0682083740503667	2	2	21	#CCFF00
#CCFF00	-2.18911158138621	0.883893211858559	2	2	22	#CCFF00
#CCFF00	-2.01452310934263	0.734603582559652	2	2	23	#CCFF00
#CCFF00	-1.62182836795436	-0.0727000148004812	2	2	24	#CCFF00
#CCFF00	-2.20186141873522	-0.157552474470835	2	2	25	#CCFF00
#CCFF00	-2.87814845900335	0.124855757001168	2	2	26	#CCFF00
#CCFF00	-3.3343502366984	1.23293982993834	2	2	27	#CCFF00
#CCFF00	-5.15405242125128	1.47218897586408	2	2	28	#CCFF00
#CCFF00	-4.64746849529622	1.62972378864625	2	2	29	#CCFF00
#CCFF00	-3.91017324427763	1.1393931663982	2	2	30	#CCFF00
#CCFF00	-4.09505199100633	1.51943772206663	2	2	31	#CCFF00
#CCFF00	-3.83579153788391	2.40364087959568	2	2	32	#CCFF00
#CCFF00	-3.84850836226527	2.02777398066909	2	2	33	#CCFF00
#CCFF00	-3.69064498323013	2.05942348380886	2	2	34	#CCFF00
#CCFF00	-4.2222092509899	1.2627987436035	2	2	35	#CCFF00
#CCFF00	-4.03748903905151	1.89149132451506	2	2	36	#CCFF00
#CCFF00	-3.44390229827248	2.23940524147846	2	2	37	#CCFF00
#CCFF00	-3.12699076192163	1.68885400462534	2	2	38	#CCFF00
#CCFF00	-3.32104525189273	1.40422601303356	2	2	39	#CCFF00
#CCFF00	-2.70785508598848	1.25672054628095	2	2	40	#CCFF00
#00FF66	0	0	3	3	1	#00FF66
#00FF66	0.413704118494838	0.013951018530891	3	3	2	#00FF66
#00FF66	1.20243595595861	0.464471403239308	3	3	3	#00FF66
#00FF66	1.26856128864182	0.958329876357702	3	3	4	#00FF66
#00FF66	2.03180895314222	1.36230896674423	3	3	5	#00FF66
#00FF66	2.50970475378259	2.4652104536139	3	3	6	#00FF66
#00FF66	3.12676766496687	2.39275342312248	3	3	7	#00FF66
#00FF66	3.20198799145747	2.8005319653701	3	3	8	#00FF66
#00FF66	3.29205976972463	3.22735796932069	3	3	9	#00FF66
#00FF66	3.27848245943004	3.75575768400418	3	3	10	#00FF66
#00FF66	3.64917880232686	3.93940812724811	3	3	11	#00FF66
#00FF66	3.41400400920999	4.18178199169113	3	3	12	#00FF66
#00FF66	2.92860578314952	4.48499123618622	3	3	13	#00FF66
#00FF66	2.38393838375758	3.87559606465912	3	3	14	#00FF66
#00FF66	2.29072245735249	3.78323901534266	3	3	15	#00FF66
#00FF66	2.53897227732709	2.8392880358383	3	3	16	#00FF66
#00FF66	2.70486352571077	2.53518304234807	3	3	17	#00FF66
#00FF66	2.98110942506425	1.91748456284748	3	3	18	#00FF66
#00FF66	2.8487234042823	1.03134671735913	3	3	19	#00FF66
#00FF66	2.61262685827795	1.41256365734339	3	3	20	#00FF66
#00FF66	2.39049063844866	1.24962018221729	3	3	21	#00FF66
#00FF66	3.32684106451421	0.839793788060394	3	3	22	#00FF66
#00FF66	2.94150990523724	0.963608828662897	3	3	23	#00FF66
#00FF66	3.08277394682492	0.454747111181002	3	3	24	#00FF66
#00FF66	2.88512296511325	-0.473862923171661	3	3	25	#00FF66
#00FF66	3.08453866250929	-1.11630087318006	3	3	26	#00FF66
#00FF66	2.66234835149852	-0.839158762892845	3	3	27	#00FF66
#00FF66	2.68938681114748	-0.133285525389088	3	3	28	#00FF66
#00FF66	2.35665812980404	-0.43511730180069	3	3	29	#00FF66
#00FF66	3.18052139580834	-0.482158388129033	3	3	30	#00FF66
#00FF66	2.92195490600603	-0.199471538290145	3	3	31	#00FF66
#00FF66	3.12961215717057	0.259280349816792	3	3	32	#00FF66
#00FF66	3.42981401787532	-0.225551468273938	3	3	33	#00FF66
#00FF66	3.22990253463159	-0.412355351202611	3	3	34	#00FF66
#00FF66	2.85363315252052	0.088274209984201	3	3	35	#00FF66
#00FF66	3.67586658086538	0.7423952962657	3	3	36	#00FF66
#00FF66	4.93549267914051	1.33608989516223	3	3	37	#00FF66
#00FF66	4.4999134764007	0.622357566244667	3	3	38	#00FF66
#00FF66	4.05685236487174	0.522793401950629	3	3	39	#00FF66
#00FF66	4.19246567094231	-0.155558235266472	3	3	40	#00FF66
#0066FF	0	0	4	4	1	#0066FF
#0066FF	-0.333411066033344	-0.517146180433042	4	4	2	#0066FF
#0066FF	0.0273529660461428	-1.78244214559145	4	4	3	#0066FF
#0066FF	0.626841361926462	-1.75600932784656	4	4	4	#0066FF
#0066FF	-0.124195002377722	-2.23134040335605	4	4	5	#0066FF
#0066FF	-0.165335654535086	-1.64013927335716	4	4	6	#0066FF
#0066FF	0.610171504488869	-2.16093009116314	4	4	7	#0066FF
#0066FF	0.766615130324953	-1.38682045573136	4	4	8	#0066FF
#0066FF	0.354580952964278	-1.55380782111776	4	4	9	#0066FF
#0066FF	-0.0346803911636058	-1.44714385853031	4	4	10	#0066FF
#0066FF	0.127680666846664	-1.53776900314162	4	4	11	#0066FF
#0066FF	-0.15200479023288	-1.15249754469305	4	4	12	#0066FF
#0066FF	0.601280304075138	-0.794862588121679	4	4	13	#0066FF
#0066FF	0.586727875612361	-0.415052417169717	4	4	14	#0066FF
#0066FF	0.702698518651351	-0.200775438131439	4	4	15	#0066FF
#0066FF	0.719827397119567	0.0674931008648834	4	4	16	#0066FF
#0066FF	0.83775838964847	0.347793333439265	4	4	17	#0066FF
#0066FF	0.549077869400015	0.728958895224767	4	4	18	#0066FF
#0066FF	0.473303369923014	0.568561805741306	4	4	19	#0066FF
#0066FF	1.51218427955524	0.668560943485349	4	4	20	#0066FF
#0066FF	2.051516065289	1.02370625468281	4	4	21	#0066FF
#0066FF	1.53147782212953	1.38648285571438	4	4	22	#0066FF
#0066FF	0.871487108027795	1.7544020736288	4	4	23	#0066FF
#0066FF	1.26732371076694	2.38579620299326	4	4	24	#0066FF
#0066FF	2.12225928013854	2.18600195899362	4	4	25	#0066FF
#0066FF	1.79630740887882	1.99649010160333	4	4	26	#0066FF
#0066FF	1.80348624002153	2.04115562386863	4	4	27	#0066FF
#0066FF	1.97200144696137	2.03607358296774	4	4	28	#0066FF
#0066FF	2.41694046466267	2.34502871133182	4	4	29	#0066FF
#0066FF	2.35158270297666	3.02062910843508	4	4	30	#0066FF
#0066FF	2.18279186218387	2.70302012173302	4	4	31	#0066FF
#0066FF	1.75231977168933	3.03887981951239	4	4	32	#0066FF
#0066FF	1.73972833547976	3.31570653220504	4	4	33	#0066FF
#0066FF	1.71593224036742	3.61296561195979	4	4	34	#0066FF
#0066FF	2.00258229816499	4.31404891638379	4	4	35	#0066FF
#0066FF	0.967333435448376	4.31607292873431	4	4	36	#0066FF
#0066FF	0.505714679378231	4.04508320561535	4	4	37	#0066FF
#0066FF	-1.02317767225095	3.47059786214707	4	4	38	#0066FF
#0066FF	-0.678648134275456	3.35410467073289	4	4	39	#0066FF
#0066FF	0.476988093540982	3.60857122044797	4	4	40	#0066FF
#CC00FF	0	0	5	5	1	#CC00FF
#CC00FF	0.248213707172832	-0.268213013358848	5	5	2	#CC00FF
#CC00FF	-0.224793703771012	0.0439358003603623	5	5	3	#CC00FF
#CC00FF	-0.511383032123777	-0.698084461003467	5	5	4	#CC00FF
#CC00FF	0.219451779730885	-0.876315261361193	5	5	5	#CC00FF
#CC00FF	-0.436282362100569	-1.07665645771265	5	5	6	#CC00FF
#CC00FF	-0.0406222109720749	-0.863655501883539	5	5	7	#CC00FF
#CC00FF	0.516664745039303	-1.14621898482327	5	5	8	#CC00FF
#CC00FF	0.489262091634304	-1.46213051430547	5	5	9	#CC00FF
#CC00FF	-1.26033224217316	-2.28414381133869	5	5	10	#CC00FF
#CC00FF	-0.78936662552675	-2.49314451230246	5	5	11	#CC00FF
#CC00FF	-0.818026184849168	-2.5412759551973	5	5	12	#CC00FF
#CC00FF	-0.681966695495446	-2.66263609995694	5	5	13	#CC00FF
#CC00FF	-0.815136027758286	-3.42619150095727	5	5	14	#CC00FF
#CC00FF	-1.35176986014284	-3.45158160649396	5	5	15	#CC00FF
#CC00FF	-2.44245446840238	-3.36691736926329	5	5	16	#CC00FF
#CC00FF	-1.72045741871342	-3.76487476395775	5	5	17	#CC00FF
#CC00FF	-2.06236946363723	-3.05214843556425	5	5	18	#CC00FF
#CC00FF	-1.80190757415365	-2.52272088582452	5	5	19	#CC00FF
#CC00FF	-1.52979491518692	-2.26937982303641	5	5	20	#CC00FF
#CC00FF	-1.43597799519621	-2.75849899545497	5	5	21	#CC00FF
#CC00FF	-2.11523566379555	-2.66439695100732	5	5	22	#CC00FF
#CC00FF	-2.26202607599699	-3.33280816012122	5	5	23	#CC00FF
#CC00FF	-2.15406696209005	-3.93980226363702	5	5	24	#CC00FF
#CC00FF	-1.33591767715169	-3.20132550429971	5	5	25	#CC00FF
#CC00FF	-0.517197384249379	-3.69717144179893	5	5	26	#CC00FF
#CC00FF	-0.220303260898774	-4.26303241578713	5	5	27	#CC00FF
#CC00FF	0.360448664929169	-3.76735110333874	5	5	28	#CC00FF
#CC00FF	0.373431955902386	-3.88839707913171	5	5	29	#CC00FF
#CC00FF	-0.0594861513884585	-3.91783959720453	5	5	30	#CC00FF
#CC00FF	-0.307193501270456	-2.37607835582281	5	5	31	#CC00FF
#CC00FF	0.201566746938797	-2.96673923238787	5	5	32	#CC00FF
#CC00FF	0.455543955560363	-3.32292546842203	5	5	33	#CC00FF
#CC00FF	0.64884945054419	-3.91100102467707	5	5	34	#CC00FF
#CC00FF	1.41726126485669	-2.97370146461658	5	5	35	#CC00FF
#CC00FF	1.63406466992448	-2.93207420807131	5	5	36	#CC00FF
#CC00FF	2.320647365037	-2.55385298825041	5	5	37	#CC00FF
#CC00FF	2.28823291021479	-3.7390337075377	5	5	38	#CC00FF
#CC00FF	2.38107103176099	-4.29151763858562	5	5	39	#CC00FF
#CC00FF	2.78595787628081	-4.85928881361059	5	5	40	#CC00FF
